Perfume;Brand;Gender;Rating Value;Rating Count;Year;Top;Middle;Base;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5
no-limits-woman;bruno-banani;women;3,58;74;2016;black currant, mandarin orange, tagetes;cacao pod, jasmine sambac, peach blossom;vanilla, raspberry;fruity;sweet;vanilla;floral;cacao
off-to-ibiza;brecourt;unisex;3,58;92;2015;orange, black currant, apple;peony, carrot;raspberry, sandalwood, musk;fruity;floral;fresh;citrus;woody
pure-sunshine;body-fantasies;women;3,58;26;2018;carambola (star fruit), solar notes, citruses, nectarine;whipped cream, strawberry, jasmine, honeysuckle;musk, vanilla bean, amber;fruity;citrus;sweet;fresh;tropical
crepuscule-des-ames;atelier-des-ors;unisex;3,58;234;2018;clary sage, mandarin orange, cardamom;incense, pimento, hyssop;hyrax, patchouli;warm spicy;aromatic;citrus;amber;musky
vanilla-era;boy-smells;unisex;3,58;98;2023;black pepper, saffron, tulip, olibanum;cashmere wood, iso e super, beetroot;vanilla absolute, papyrus, black amber;woody;amber;vanilla;musky;fresh spicy
pacha-ibiza-glam;pacha-ibiza;women;3,58;36;2013;plum, grapefruit, apricot;peony, jasmine;vanilla, benzoin;fruity;vanilla;sweet;citrus;floral
mademoiselle-l-eau-tre-s-florale;azzaro;women;3,59;195;2018;quince, rhubarb;green leaves, tea rose;lily-of-the-valley, white musk, ambrette (musk mallow);green;fruity;sweet;floral;musky
ck-one-summer-2017;calvin-klein;unisex;3,59;180;2017;cucumber, lime, citron;pepper, white pepper, ginger, saffron;musk, guaiac wood;citrus;warm spicy;ozonic;fresh spicy;aquatic
eternity-summer-2015;calvin-klein;women;3,59;101;2015;watermelon, mandarin orange, pear;water lily, peony, hyacinth;musk, sandalwood, white amber;floral;aquatic;fresh;ozonic;citrus
k-by-dolce-gabbana;dolce-gabbana;men;3,59;2991;2019;juniper berries, citruses, blood orange, sicilian lemon;pimento, lavender, clary sage, geranium;vetiver, cedar, patchouli;aromatic;citrus;woody;fresh spicy;warm spicy
beautiful-magnolia;estee-lauder;women;3,59;810;2021;magnolia petals, lotus, mate;magnolia, gardenia, turkish rose, solar notes;musk, sandalwood, cedar;floral;musky;white floral;woody;aquatic
macrame;gritti;women;3,59;159;2018;bergamot;rose, cassis;musk, patchouli;musky;rose;patchouli;woody;aromatic
gucci-bamboo;gucci;women;3,59;4271;2015;bergamot;casablanca lily, ylang-ylang, orange blossom;sandalwood, tahitian vanilla, amber;white floral;citrus;woody;yellow floral;sweet
urban-hero;jimmy-choo;men;3,59;430;2019;black pepper, finger lime;palisander rosewood, vetiver;leather, ambergris;amber;leather;animalic;woody;fresh spicy
flower-ikebana-mimosa;kenzo;women;3,59;106;2024;kumquat;mimosa absolute, sesame;hinoki wood;yellow floral;powdery;aromatic;floral;woody
aura-loewe-magnetica;loewe;women;3,59;309;2013;pink pepper, mandarin orange, bergamot;jasmine sambac, rose oil;musk, leather, bourbon vanilla, australian sandalwood, siam benzoin, patchouli;musky;citrus;powdery;leather;woody
red-planet;m-micallef;unisex;3,59;29;2022;jasmine;praline, rose;oakmoss, amber;sweet;lactonic;mossy;white floral;nutty
daisy-spring;marc-jacobs;women;3,59;78;2020;rose;palisander rosewood;cardamom;rose;warm spicy;woody;amber;floral
secret-eau-de-toilette;mugler;women;3,59;134;2018;red currant, kumquat;violet leaf, rose petals;white musk, cedar;musky;ozonic;fruity;rose;powdery
no-gender;natura;unisex;3,59;34;2018;pomelo, green notes, lemon, bergamot, mandarin orange, nutmeg, orange;lavender, ginger, jasmine, cardamom;cedar, sandalwood, patchouli, tonka bean;citrus;woody;fresh spicy;warm spicy;aromatic
toxic-pink;natura;women;3,59;100;2017;pink pepper, bergamot, mandarin orange;rose, jasmine, lily-of-the-valley;musk, amber, cherry liqueur;cherry;sweet;musky;white floral;rose
nina-rose;nina-ricci;women;3,59;591;2020;lemon, bergamot, pear;orange blossom, neroli, jasmine;musk, cedar;citrus;white floral;fresh;sweet;aromatic
hesperide-colognise;nishane;unisex;3,59;29;2023;bergamot, orange, lime;cashmere wood, orris, cedarwood, jasmine;moss, vetiver, musk, ambergris;citrus;woody;earthy;musky;aromatic
glamour-midnight;o-boticario;women;3,59;272;2023;plum, dates, almond;exotic spices, benzoin, cacao, black orchid;amber, peru balsam, patchouli, milk;amber;warm spicy;sweet;fruity;balsamic
incanto-sky;salvatore-ferragamo;women;3,59;41;2016;granny smith apple, pear;white lotus, water jasmine;musk, peach;fruity;floral;fresh;aquatic;musky
tommy-girl-citrus-brights;tommy-hilfiger;women;3,59;32;2016;lemon, calabrian bergamot, watery notes, ginger;jasmine, nutmeg, coriander, sage;musk, cedar;citrus;aromatic;fresh spicy;fresh;aquatic
body-paint;vilhelm-parfumerie;unisex;3,59;628;2020;green pepper, pear, red chilli pepper, lemon;clove, iso e super, nutmeg;ambroxan, oakmoss, cedar;warm spicy;woody;green;amber;aromatic
purple-fig;vilhelm-parfumerie;unisex;3,59;505;2016;angelica, cassis, lemon;fig, galbanum, cyclamen;cypress, virginian cedar;woody;fruity;aromatic;green;musky
room-service;vilhelm-parfumerie;women;3,59;1269;2015;blackberry, mandarin orange;orchid, violet, bamboo;musk, black amber, sandalwood;powdery;musky;fruity;violet;woody
kemi;xerjoff;unisex;3,59;63;2023;laotian oud, atlas cedar;castoreum, civet, gurjan balsam, atlas cedar;madagascar vanilla, australian sandalwood;woody;animalic;oud;vanilla;musky
nightfall-in-madrid;zara;unisex;3,59;39;2021;cardamom;tonka bean, nutmeg;sandalwood;warm spicy;aromatic;vanilla;woody;amber
s8-icon;oriflame;men;3,59;39;2016;grapes;geranium;amber, woody notes;fruity;fresh spicy;sweet;aromatic;amber
rose-radiant-gold;michael-kors;women;3,59;290;2015;spices;floral notes;musk;floral;musky;warm spicy;powdery;
dark-fresh;desigual;men;3,59;115;2015;sea notes, neroli, citruses, spices, green leaves;flowers, orange;amber, woodsy notes, vanilla, musk, moss;citrus;marine;amber;woody;aromatic
carven-pour-homme-eau-de-parfum;carven;men;3,59;29;2020;violet leaf, grapefruit;cypress, thyme;java vetiver oil, vanilla, labdanum, tonka bean;woody;aromatic;vanilla;ozonic;citrus
second-skin;care;women;3,59;27;2023;raspberry, lemon, pear;iris, peach blossom, peony;vanilla, oak;floral;fruity;iris;vanilla;fresh
arvanta;faberlic;women;3,59;32;2024;big strawberry, sicilian mandarin, bergamot;kiwi, jasmine, violet;oakmoss, musk, amber;fruity;citrus;mossy;sweet;musky
asterion;faberlic;men;3,59;34;2014;grapefruit, lemon;pineapple, pepper, cardamom;leather, vetiver, cedar;citrus;aromatic;woody;fresh spicy;leather
this-is-her-vibes-of-freedom;zadig-voltaire;women;3,59;471;2022;pear, peony;rose, jasmine;whipped cream, chestnut;floral;rose;sweet;fresh;fruity
persian-dream;tesori-d-oriente;unisex;3,59;437;2021;orange, red apple, mint;pomegranate, red tea, teak wood, jasmine;white musk, amber, vanilla;woody;fruity;fresh spicy;green;sweet
aquatic-ozonic;anomalia-paris;unisex;3,59;41;2022;sea notes, jasmine, mandarin orange;chamomile, pine needles, cedar;patchouli, vanilla;marine;aromatic;herbal;salty;aquatic
reginette;coquillete;women;3,59;46;2021;herbal notes, orange blossom, petitgrain, black currant;peach, honey, ac cia, jelly, walnut;peach, apricot, plum, vetiver, agarwood (oud);fruity;green;sweet;white floral;honey
salt;ellis-brooklyn;unisex;3,59;941;2020;ylang-ylang, violet leaves;tiare flower, magnolia;ambergris, musk, sandalwood;amber;musky;animalic;woody;powdery
tel-aviv;gallivant;unisex;3,59;239;2017;clementine, bergamot, black currant;freesia, jasmine sambac, ylang-ylang, rose;musk, sandalwood, benzoin, liatris;floral;citrus;white floral;woody;sweet
fantasia-mermaid;anna-sui;women;3,59;592;2019;blood orange, cardamom, mandarin orange;litchi, peony, jasmine;honey, white wood, vanilla;citrus;honey;fruity;floral;sweet
coco-love;jacques-zolty;women;3,59;63;2021;coconut, bergamot;sea notes, ylang-ylang, jasmine;whipped cream, cypriol oil or nagarmotha, vanilla, tonka bean, amber;vanilla;sweet;coconut;lactonic;woody
laura-tender;laura-biagiotti;women;3,59;92;2019;pear, jasmine, mandarin orange;violet, magnolia, white rose;ambergris, musk, patchouli, vanilla;floral;citrus;violet;powdery;fruity
lovely-laura;laura-biagiotti;women;3,59;54;2020;plum, raspberry, tangerine;cherry blossom, rose, lilac;white musk, sandalwood, patchouli;fruity;floral;sweet;musky;fresh
matsu-mi;masaki-matsushima;unisex;3,59;107;2015;litchi, mandarin orange, passionfruit, apricot;white cedar extract, peony, orris, rose;musk, ambroxan, incense;musky;amber;powdery;floral;fresh
matsu-sakura;masaki-matsushima;women;3,59;293;2017;litchi, pear;japanese cherry blossom, sweet pea;musk, patchouli;floral;fruity;fresh;sweet;musky
cloud-collection-no-3;zarkoperfume;unisex;3,59;301;2019;red berries, mandarin orange, pear;ozonic notes, magnolia, tulip, black rose;white musk, sandalwood, white wood, madagascar vanilla, agarwood (oud), soil tincture;fruity;sweet;ozonic;citrus;woody
marry-me-a-la-folie;lanvin;women;3,59;115;2013;black currant, bitter orange;rose, jasmine sambac;musk, cedar;rose;white floral;citrus;fruity;floral
ashwaq-noir;orientica;women;3,59;29;2018;bergamot, green notes;melon, pineapple, sweet notes;woody notes, vanilla, musk;sweet;woody;fruity;vanilla;powdery
varens-d-orient-nomad;ulric-de-varens;men;3,59;27;2017;cardamom, apple, bergamot;tonka bean, sage, white cedar extract;vanilla, amber, leather, musk;vanilla;aromatic;amber;warm spicy;herbal
breath-of-the-infinite;the-house-of-oud;unisex;3,59;420;2016;freesia, peony;peach;ambroxan, cashmeran, musk;musky;amber;powdery;floral;woody
rosa-gardenia;santa-maria-novella;unisex;3,59;262;2021;almond blossom, orange blossom, bergamot;gardenia, rose de mai, fig leaf, jasmine;musk, vanilla, sandalwood;white floral;floral;rose;sweet;musky
absolutio;navitus-parfums;unisex;3,59;182;2019;saffron, cinnamon, almond;apple, toffee;driftwood, ambergris, musk, caramel, oakmoss, dark chocolate;warm spicy;sweet;fruity;cinnamon;caramel
exalt-nuit;navitus-parfums;unisex;3,59;56;2020;cacao, olibanum, bergamot, nutmeg;jasmine, anise, benzoin, madagascar pepper, labdanum;tobacco, cedar, haitian vetiver;cacao;tobacco;warm spicy;amber;woody
intimus;navitus-parfums;unisex;3,59;110;2019;apple, bergamot, floral notes, lemon, orange, pink pepper;lily-of-the-valley, amber, geranium;spun sugar, vanilla, patchouli, woody notes, musk, oakmoss;sweet;fresh;vanilla;citrus;fruity
astronomy-domine;min-new-york;unisex;3,59;46;2019;white pepper, cardamom, sicilian bergamot;sandalwood, woodsy notes, jasmine, patchouli;iris, white musk, amber;woody;powdery;warm spicy;fresh spicy;iris
into-the-jungle;mandarina-duck;unisex;3,59;99;2020;italian lemon, tangerine, lavender, rhubarb, rosemary;violet, cherry blossom, peony, gardenia, rose;haitian vetiver, oakmoss, musk, amber;citrus;aromatic;woody;earthy;lavender
prestige-men-grey;la-rive;men;3,59;37;2017;orange, mint, grapefruit;cinnamon, spices, leather, rose;woodsy notes, patchouli, amber, earthy notes;warm spicy;citrus;leather;cinnamon;woody
dirty-vanilla;heretic-parfums;unisex;3,59;137;2020;cedar, coriander, ho wood;vanilla;vanilla, patchouli, vetiver, styrax, sandalwood;woody;vanilla;aromatic;patchouli;earthy
nuit-rose;fiorucci;women;3,59;182;2015;champagne, pink pepper, litchi;rose, peach blossom, freesia;raspberry, musk, woody notes;fruity;floral;rose;champagne;sweet
anita;esse-strikes-the-notes;women;3,59;56;2018;tuberose, jasmine, gardenia, cyclamen, rangoon creeper, orange blossom, violet;peony, lily-of-the-valley, rose, sandalwood, cashmere wood, black pepper;white musk, vanilla, white amber, ambrette (musk mallow);white floral;floral;fresh;tuberose;musky
james-bond-007-ocean-royale;eon-productions;men;3,59;203;2013;sea notes, lime, bergamot, seaweed, anise;iris, teak wood, cedar;tonka bean, sandalwood, coffee, guaiac wood;citrus;woody;marine;aromatic;aquatic
ivy-blanc;dedcool;unisex;3,59;39;2018;pink pepper, sandalwood;oakmoss, amber;bergamot, incense;amber;woody;mossy;citrus;earthy
mystique;beverly-hills-polo-club;women;3,59;34;2018;orange blossom, lemon zest, orange;white flowers, tiare flower, neroli;patchouli, oakmoss;white floral;citrus;;;
eau-de-virginie;au-pays-de-la-fleur-d-oranger;women;3,59;27;2017;cardamom, pink pepper, bergamot;tuberose, mimosa, ylang-ylang, gardenia;sandalwood, vanilla, sweet notes;tuberose;white floral;warm spicy;yellow floral;aromatic
rose-irisee;au-pays-de-la-fleur-d-oranger;women;3,59;87;2014;vermouth, orange, bergamot;iris, almond, rose, ylang-ylang;cedar, woody notes, musk, sandalwood, patchouli, vanilla;woody;iris;powdery;violet;earthy
azzaro-chrome-parfum;azzaro;men;3,6;184;2023;bergamot;sage;fir resin;aromatic;fresh spicy;woody;herbal;conifer
wanted-tonic;azzaro;men;3,6;412;2020;lime;ginger;patchouli;citrus;warm spicy;patchouli;woody;conifer
my-euphoria;calvin-klein;women;3,6;217;2023;black currant;orchid, sesame, tuberose;sandalwood, agarwood (oud), bamboo;woody;fruity;floral;powdery;soft spicy
warm-cotton-reserve-blend;clean;unisex;3,6;795;2016;aldehydes, ozonic notes, watery notes, ginger;green notes, floral notes, mint, pepper;musk, vetiver, incense;fresh;aldehydic;ozonic;green;aquatic
blushing-sands;estee-lauder;unisex;3,6;230;2021;haitian vetiver;pink pepper;musk;musky;aromatic;woody;earthy;soft spicy
wood-infusion;goldfield-banks-australia;unisex;3,6;477;2016;sweet orange;lavender, italian iris, amber;exotic woods, agarwood (oud), island musk, indonesian patchouli leaf;woody;oud;powdery;lavender;iris
island-lush;goldfield-banks-australia;unisex;3,6;260;2023;nutmeg, pink pepper, ginger, bergamot;guaiac wood, cedar, iris, geranium;leather, sandalwood, vetiver, benzoin, patchouli;woody;warm spicy;fresh spicy;leather;powdery
l-eau-d-issey-solar-violet;issey-miyake;women;3,6;112;2024;pear;violet;iris;violet;powdery;iris;fruity;fresh
la-belle-le-parfum-2024;jean-paul-gaultier;women;3,6;42;2024;pear;vanilla;tonka;vanilla;sweet;fruity;amber;aquatic
flash;jimmy-choo;women;3,6;1922;2013;pink pepper, big strawberry, tangerine;tuberose, white lily, jasmine;heliotrope, white wood;white floral;fruity;sweet;soft spicy;tuberose
yellow-hibiscus;jo-malone-london;unisex;3,6;152;2021;hibiscus;rose, lime;white musk;rose;musky;floral;citrus;powdery
wild;kenzo;women;3,6;73;2015;pink grapefruit, pink pepper, pomegranate;peony, orange blossom, green almond;musk, cedar, white tea;citrus;woody;floral;fresh;musky
kenzo-world-eau-de-toilette;kenzo;women;3,6;1130;2018;pear, bergamot;peony, almond blossom, rose;white musk, orris root, violet, iso e super, vanilla, sandalwood;floral;fresh;powdery;rose;sweet
when-the-rain-stops;maison-martin-margiela;women;3,6;1976;2021;green notes, bergamot, pink pepper;watery notes, rain notes, turkish rose, jasmine;pine tree, moss, patchouli;aquatic;woody;green;ozonic;rose
aoud-lavender;montale;unisex;3,6;246;2015;lavender, saffron, bergamot, lemon;patchouli, flowers;agarwood (oud), powdery notes, sandalwood, white musk, amber;lavender;oud;powdery;warm spicy;fresh spicy
crazy-in-love;montale;women;3,6;472;2021;wild rose, violet leaves;saffron, brown sugar;amber, vanilla bean;rose;warm spicy;sweet;amber;metallic
explorer-ultra-blue;montblanc;men;3,6;1279;2021;sicilian bergamot, pink pepper, exotic fruits;sea notes, ambergris;woodsy notes, indonesian patchouli leaf, leather;marine;aromatic;citrus;woody;fruity
santalove;nishane;unisex;3,6;73;2013;ylang-ylang, bergamot;sandalwood;vanilla, tonka bean;vanilla;woody;yellow floral;sweet;powdery
men-2021;o-boticario;men;3,6;45;2021;citruses, sage, pear;lavender, mint, cedar needles, rose;patchouli, cedar, moss;aromatic;lavender;woody;fresh spicy;citrus
lady-million-lucky;paco-rabanne;women;3,6;724;2018;raspberry;hazelnut, rose, jasmine;honey, cashmere wood, sandalwood, cedar;woody;sweet;fruity;honey;rose
incanto-amity;salvatore-ferragamo;women;3,6;258;2014;mandarin orange, melon;lotus, white peach, jasmine;white musk, cedar;aquatic;ozonic;citrus;floral;fruity
lady-white-snake;stephane-humbert-lucas-777;unisex;3,6;233;2022;orange blossom, honeysuckle, mandarin orange;tuberose, magnolia, jasmine;white leather, white musk, amber;white floral;tuberose;citrus;floral;animalic
eau-01-amalfi-coast;zara;men;3,6;52;2023;lemon, nutmeg;woody notes, mastic or lentisque, thuja;ambroxan, vetiver, cashmeran;citrus;woody;amber;fresh spicy;aromatic
a-daisy-bouquet-in-london;zara;women;3,6;40;2020;bergamot;jasmine;white musk;citrus;white floral;fresh spicy;aromatic;floral
play-it-wild-for-her;playboy;women;3,6;189;2015;pear, mandarin orange, neroli;coca-cola, rhubarb, orange blossom;vanilla, amber, violet;coca-cola;fruity;citrus;sweet;vanilla
glacier-fire;oriflame;men;3,6;43;2019;lemon;mint;woodsy notes;green;aromatic;citrus;woody;fresh spicy
memories-flirting-under-fireworks;oriflame;women;3,6;95;2016;apricot;white rose;praline;sweet;rose;lactonic;fruity;nutty
miss-yes-to-love;oriflame;women;3,6;35;2018;raspberry;lamprocapnos;almond;fruity;sweet;floral;almond;nutty
oasis-fresh-dawn;oriflame;women;3,6;45;2013;cardamom, black pepper, mandarin orange;lily;sand, peru balsam, amber;sand;white floral;amber;warm spicy;balsamic
1875-carmen-bizet;histoires-de-parfums;women;3,6;48;2014;ginger, artemisia, lemon;white flowers, saffron;patchouli, guaiac wood, incense, sandalwood;warm spicy;woody;patchouli;herbal;balsamic
the-queen-of-spades-modern;brocard;women;3,6;110;2015;mango, citruses;rose, jasmine, orange blossom;patchouli, vanilla, candy apple, musk;fruity;sweet;tropical;patchouli;vanilla
mirror;brocard;women;3,6;81;2023;gourmand accord, coffee;spicy notes, woody notes;amber, musk, fern;warm spicy;woody;amber;coffee;sweet
vanilla-ceo;cra-yon;unisex;3,6;80;2020;cyclamen, orange blossom, bergamot, mandarin orange;vanilla orchid;woody notes, amber;floral;woody;citrus;sweet;powdery
beau-monde;faberlic;women;3,6;172;2017;bergamot;pink pepper, gardenia, red berries, saffron, rose, violet;sandalwood, amber, palisander rosewood, tonka bean, musk;woody;amber;sweet;white floral;warm spicy
narcissus-grove-narcissovaa-rosa;khaikin;unisex;3,6;42;2023;green grass, narcissus, apple, ylang-ylang, pink pepper;jasmine, freesia, water notes, narcissus, lily-of-the-valley, black pepper, frangipani;mineral notes, musk, oakmoss, vetiver;green;fresh;white floral;floral;aquatic
